,0,1
0,12959221.17490898,12959221.17490898
1,3394429.3979507014,3389969.270169238
2,913988.8705765433,912324.0305703518
3,260071.904633035,259868.29992255633
4,82503.20251033688,82722.29591055053
5,31583.187906127358,31842.908099491033
6,15482.1015292039,15688.9519785658
7,9528.383693912338,9678.652855116068
8,6833.712187096229,6942.336382492511
9,5348.144676188247,5429.288479787101
10,4397.249088801909,4461.014112425723
11,3726.8545758017367,3779.4514105720236
12,3224.794915157061,3270.033851831865
13,2833.6058192777987,2873.85871778888
14,2520.156456776536,2556.928001903109
15,2263.707629775006,2297.8976200113275
16,2050.404609660586,2082.582959141946
17,1870.602189390525,1901.1231898860829
18,1717.2869306629866,1746.4486192355403
19,1585.257794141367,1613.2322552572114
20,1470.584906722119,1497.497787263539
21,1370.2273525337594,1396.16970338944
22,1281.7930807318303,1306.8417744053895
23,1203.401212406513,1227.600320643208
24,1133.5294480903028,1156.918028325742
25,1070.9139868656741,1093.5542454799356
26,1014.533360905296,1036.4833061064562
27,963.5813415149715,984.8504756737956
28,917.3080064431323,937.9461657767437
29,875.1381563035956,895.2059862778863
30,836.598088795685,856.0958109320562
31,801.2863599570231,820.1804345663929
32,768.8802950809222,787.109710542976
33,739.107218941501,756.5806117518243
34,711.6367570049955,728.3118717637924
35,686.1771161336044,702.0745538787178
36,662.5050023826985,677.6708206451362
37,640.429775622425,654.922458268475
38,619.8040219984995,633.6752237763366
39,600.5003803766274,613.7858965305751
40,582.3951022345062,595.1341413104842
41,565.3889487862853,577.6059280527655
42,549.3810914856484,561.1055273113483
43,534.2875893296853,545.5588951212495
44,520.0342352585359,530.8773808526622
45,506.5584420773301,516.9993006200747
46,493.80555653535623,503.86412010434594
47,481.7182734502043,491.41018918045233
48,470.24994854888615,479.58762433408845
49,459.35083997386937,468.3569732410645
50,448.97931923981395,457.68043960765567
51,439.10026321574355,447.52355637622236
52,429.6778192200534,437.8524938726542
53,420.6827700400714,428.63737765432495
54,412.086776313089,419.84158831320633
55,403.8653911192976,411.43773247309014
56,395.99859374411614,403.4064734034777
57,388.4643820988193,395.7188588040984
58,381.2414208296354,388.353132285238
59,374.3111904456305,381.2925549652988
60,367.6571059370917,374.5158609484401
61,361.26354810399835,368.00517576315207
62,355.114968693173,361.74505778521785
63,349.1983887004606,355.7208218881574
64,343.5030889617941,349.9196876654552
65,338.0148170164444,344.33033680846717
66,332.7229968144133,338.9427239374439
67,327.618338367339,333.7460900165374
68,322.6925649769104,328.7318621608395
69,317.9357738792775,323.8920680111598
70,313.3389577530622,319.2159422187812
71,308.89490526893525,314.69463200949593
72,304.59676719083086,310.3213394258657
73,300.4375966085685,306.08973442705144
74,296.4107449302344,301.99253987022496
75,292.5102734284327,298.02406661563134
76,288.7305032241273,294.1779734888934
77,285.0674509124239,290.4511622607246
78,281.516231454901,286.83632274437167
79,278.07211185749264,283.32839336680405
80,274.729393356786,279.9228380779581
81,271.48358448078415,276.61589914694406
82,268.3306955916727,273.4042641420819
83,265.2670391333611,270.2830636132795
84,262.2900903338617,267.2489282326165
85,259.3969904844586,264.29822119804766
86,256.5830271697163,261.42745968694004
87,253.84503844628352,258.6336286727032
88,251.18000033228293,255.91409998594327
89,248.58544959482657,253.2659809246313
90,246.05902764258556,250.68643568206633
91,243.5978182151707,248.1729581827242
92,241.2004382677032,245.72304208058537
93,238.86450769105224,243.33439557040043
94,236.58701354463716,241.00516586105888
95,234.36574004101402,238.73302462962093
96,232.198639296703,236.51733768581698
97,230.08393755853137,234.3562937257766
98,228.01944310571415,232.24681630322877
99,226.0032260890701,230.1870079800085
100,224.03433509612034,228.17514639757638
101,222.1112094184587,226.20968551769192
102,220.2316305765628,224.28911643532695
103,218.3940681511816,222.41201629565904
104,216.5975491290356,220.5786780964927
105,214.8411528381374,218.7861685691719
106,213.1233756159718,217.0330665299269
107,211.44307028654475,215.31806666013952
108,209.79963136173126,213.63996872469892
109,208.1921057231421,211.99764181834612
110,206.61881552403247,210.3901752172385
111,205.0783095649949,208.81636713767068
112,203.57007215679707,207.27519402054918
113,202.093169279537,205.7657317117498
114,200.64632398202053,204.28702437580938
115,199.22904082347458,202.8388652516628
116,197.84039682276097,201.42050834493136
117,196.47950186418157,200.03072587856497
118,195.1456609167447,198.66842906475537
119,193.8381938964661,197.33279695257926
120,192.5564343064009,196.02305886447843
121,191.29937432049627,194.7384861541575
122,190.06637220676967,193.47840891354474
123,188.8567271045557,192.24217620201304
124,187.66982708506487,191.02915200941317
125,186.50494491573548,189.83867451711683
126,185.3614919273551,188.67013583471982
127,184.23868729449325,187.52295564519082
128,183.13589908814762,186.39657563319054
129,182.05319365699293,185.29053653197562
130,180.9897276193943,184.2045154452581
131,179.9450965038635,183.13800557064638
132,178.91855204070788,182.09030016424973
133,177.90996360917615,181.06090134676023
134,176.9185186235968,180.0493388267956
135,175.94397518776208,179.055163805058
136,174.98607756365308,178.07795135461936
137,174.04468138928786,177.1173304528932
138,173.11932162033034,176.17285481106626
139,172.20940205742056,175.244136876387
140,171.3149076504932,174.33095897023153
141,170.435123087906,173.43377784450587
142,169.56965150941767,172.55148712742115
143,168.7182246679352,171.68361634994935
144,167.88050145529013,170.82979651419421
145,167.05663161982116,169.9897126326209
146,166.24581230583883,169.1630257449537
147,165.44750751518234,168.34943961214594
148,164.66179604889646,167.5487093982902
149,163.8879541895962,166.76052444093392
150,163.1259620610725,165.98459688171857
151,162.37574900164458,165.22061455709144
152,161.63666523903274,164.46829408509342
153,160.9087226723748,163.7273744006297
154,160.19170867238927,162.99760426782686
155,159.48546997083574,162.2787409842106
156,158.78980732776384,161.57054953857474
157,158.10454073565828,160.87280672259902
158,157.42978062249517,160.18531953325027
159,156.76504435673104,159.50784445952718
160,156.11014359143084,158.84017109420304
161,155.46488460246758,158.18209482658725
162,154.82896702167363,157.53341718729456
163,154.2023253976617,156.89394543339117
164,153.58464120448883,156.2634943623527
165,152.9757304563026,155.64188813938063
166,152.37554209803235,155.02896537528113
167,151.78374003996254,154.42453500026934
168,151.2001757194426,153.82842574968285
169,150.6247931704016,153.240471768926
170,150.0577493798291,152.66051226987122
171,149.4986012612414,152.08839101108046
172,148.94707490983325,151.5239559588386
173,148.4031171544852,150.9670991824621
174,147.86656719790426,150.41765178153028
175,147.3373261651129,149.87546128091503
176,146.81498741782292,149.34038883386486
177,146.29948167330977,148.8122996223898
178,145.7908362996373,148.29106471323456
179,145.2889016010143,147.7765584737823
180,144.79361019006058,147.2686544526471
181,144.30465734668732,146.76722997757534
182,143.8219487563159,146.27216589557773
183,143.34554955046696,145.78334619958576
184,142.87518908782852,145.30065784132242
185,142.41081797758503,144.82399141670206
186,141.9523892795774,144.35323891507582
187,141.4995324180418,143.8883097535455
188,141.05221365861885,143.42908926603053
189,140.61040616691062,142.97547620031446
190,140.17398650757775,142.52741476380677
191,139.74324571047006,142.08477586983872
192,139.3178695030716,141.64745766608308
193,138.89768596582303,141.2153669228718
194,138.48263950783308,140.7884135108536
195,138.07274994961904,140.3665091514182
196,137.6677668585664,139.94958101058066
197,137.2674556032567,139.537546880708
198,136.87205582055992,139.1303126001339
199,136.48150241444787,138.72779680439183
200,136.09553642356207,138.32992039349108
201,135.71409070871533,137.9366062645127
202,135.33720562553157,137.54777914253862
203,134.9645922917996,137.16336516738653
204,134.59641035368443,136.78329305120863
205,134.23246661226835,136.4075033136406
206,133.87277293991716,136.03592903434608
207,133.51719037656827,135.6685109036442
208,133.1657011542463,135.3052311547443
209,132.81824266489554,134.945972012785
210,132.47459120311723,134.59068317318273
211,132.13475998369438,134.23928966211977
212,131.79882295743568,133.8917195735607
213,131.46678420599918,133.54790999277972
214,131.13843501620335,133.20793029282513
215,130.8136649831365,132.8718054079501
216,130.49247879201815,132.53929677340318
217,130.17481023907183,132.21033510064288
218,129.86067225534845,131.88485839903097
219,129.54971493038119,131.56280920793614
220,129.24210386118799,131.244133072641
221,128.9376792363906,130.928777689677
222,128.63654286765274,130.61669242106998
223,128.33849425301568,130.30782799744
224,128.04361191813297,130.00213634036947
225,127.7518362206532,129.6995704489037
226,127.46309266728296,129.40009636690885
227,127.17731215781572,129.10367841717422
228,126.8944149762276,128.81026889662905
229,126.6143259913342,128.51982426220172
230,126.33701714364543,128.23229240098536
231,126.06262085800299,127.94762896790455
232,125.79101090782282,127.66579096592967
233,125.52219120507348,127.3867369850077
234,125.25601184980003,127.11042681596524
235,124.99251093710389,126.83682125003605
236,124.73159899376284,126.56588196988571
237,124.47328137108333,126.29757147559015
238,124.21757913023434,126.03185568111117
239,123.96433226176889,125.76872730416306
240,123.71361159140527,125.50819790296846
241,123.46535180297387,125.2502284034315
242,123.2194245103419,124.99474859357461
243,122.97601001846368,124.7417106665629
244,122.73508716611515,124.49107335868236
245,122.4965020902721,124.24279934217513
246,122.26015313417204,123.99685377972827
247,122.02601989272561,123.7532035377006
248,121.79406170796338,123.51181844439951
249,121.56431803121728,123.27267039557536
250,121.3366898797928,123.03572886636489
251,121.11129617505784,122.80096137041224
252,120.88807164139324,122.56833848917836
253,120.66694569069816,122.33783165091315
254,120.44790481962673,122.10941297097422
255,120.23082562838103,121.88305515864009
256,120.01575191101874,121.65873146012451
257,119.80267291673738,121.43641562158396
258,119.59146608490175,121.21608186338001
259,119.38207324859297,120.99770757093707
260,119.17462526774688,120.78126666155678
261,118.9690912544366,120.56688800809152
262,118.76545332197834,120.35449963321686
263,118.56369110037606,120.14399439819847
264,118.36362202930705,119.93533861202673
265,118.16527833830216,119.72850340286935
266,117.96864146742305,119.52346275459637
267,117.77368105062547,119.32019296683289
268,117.58037528105585,119.11867457407799
269,117.38873397787692,118.91888206889122
270,117.19859543303369,118.72079352880426
271,117.00996225879294,118.52438812281702
272,116.8227431325917,118.32965224034261
273,116.63696235816249,118.13656011939297
274,116.45276309545338,117.94509095668468
275,116.27002903159426,117.75522469362659
276,116.08879572408232,117.5669418260347
277,115.90909937761614,117.38022329550792
278,115.73093440174105,117.19505042545559
279,115.55400702777658,117.0114048818733
280,115.37831071709967,116.82927362263354
281,115.20402115435263,116.64864035991707
282,115.03125685949944,116.46948318875101
283,114.85996627765856,116.29178411296678
284,114.69009761276111,116.11552576636034
285,114.5215755743714,115.94069124676754
286,114.35405704986833,115.76726402252558
287,114.18755278040065,115.59522787825642
288,114.0225151141314,115.42456981955193
289,113.85860197351437,115.2552765706769
