,0,1
0,0.266222907506163,0.266222907506163
1,0.07305316382220951,0.07296754422960776
2,0.022319117932110607,0.022290713622332176
3,0.008580954101550423,0.00858275451973515
4,0.004622243048331196,0.00463345468545098
5,0.0033327295526248296,0.003345738437148074
6,0.002816598170680581,0.002829563752311372
7,0.002549991631233778,0.0025628597434654127
8,0.002378787871296504,0.0023918690857156386
9,0.0022526301253632834,0.0022662102825526096
10,0.002152325122506469,0.0021665972814862663
11,0.00206908697642381,0.0020841652770363637
12,0.0019981465685164797,0.002014092899874522
13,0.0019365554920035648,0.0019534021691280483
14,0.0018823247396419478,0.0019000865628337514
15,0.0018340380997388444,0.0018527169815272689
16,0.0017906437480235352,0.0018102340402109463
17,0.0017513295873280421,0.0017718305272416666
18,0.001715470454781103,0.0017368684573316855
19,0.0016825711001451544,0.0017048558714183246
20,0.001652226661777582,0.0016753896845452532
21,0.001624106103483033,0.0016481393883183365
22,0.001597936698774211,0.0016228316734414197
23,0.0015734906018945438,0.0015992385542627815
24,0.0015505748761021059,0.0015771685367210264
25,0.0015290259795448073,0.0015564586493818442
26,0.001508704257284379,0.0015369691182066378
27,0.0014894891973190642,0.0015185796838795204
28,0.0014712760529435882,0.0015011861911667782
29,0.0014539742648145143,0.0014846979017473733
30,0.0014375037763436902,0.0014690350421653828
31,0.0014217940925091387,0.0014541279426513079
32,0.0014067818389338022,0.0014399151428885263
33,0.0013924094332325512,0.0014263417475585856
34,0.0013786250715676557,0.0014133589498664604
35,0.0013653837783853334,0.0014009232196188616
36,0.0013526464098725117,0.00138899536669523
37,0.0013403782842307586,0.0013775400123199688
38,0.0013285482394960104,0.0013665251814768524
39,0.0013171266083139967,0.001355921897260832
40,0.001306087959314697,0.001345703868239452
41,0.0012954096646800109,0.0013358472531838602
42,0.0012850702310401427,0.0013263290614694359
43,0.0012750499758625905,0.0013171302307528044
44,0.0012653310909718583,0.001308232830269631
45,0.0012558968546083915,0.0012996201094300876
46,0.0012467319212200406,0.001291276483529128
47,0.0012378209305632468,0.0012831875938843554
48,0.0012291521730815726,0.0012753401022694323
49,0.0012207133943046569,0.0012677218556884312
50,0.0012124929743981994,0.0012603207926716526
51,0.001204481043285255,0.0012531261473172966
52,0.0011966678228881615,0.001246128416510844
53,0.001189043834437141,0.0012393181821761408
54,0.0011816011549405736,0.001232686635597621
55,0.0011743319939782457,0.001226225657767862
56,0.001167228944429155,0.0012199276441592418
57,0.0011602849952952758,0.0012137853344183344
58,0.0011534935598840042,0.0012077918108821181
59,0.0011468484749186224,0.0012019410797246373
60,0.0011403439296811012,0.0011962269013308464
61,0.0011339743853472709,0.001190644198545492
62,0.001127734741372826,0.001185187824025811
63,0.0011216200703445091,0.001179852920213537
64,0.001115625583608274,0.0011746349008455407
65,0.001109747183734783,0.001169529401069345
66,0.0011039807757776366,0.0011645323348020563
67,0.0010983224652585692,0.001159639749468406
68,0.0010927685195271165,0.0011548479341762653
69,0.00108731538820959,0.0011501533560638489
70,0.001081959607161454,0.0011455526236054108
