,0,1
0,1.2674440612406117,0.11619383699933318
1,0.22819587438738553,0.10397502022885498
2,0.1680680233932577,0.09557837399677704
3,0.1360548410039134,0.08947937806525251
4,0.11710176975187381,0.08484375534854154
5,0.10491200477118989,0.08118379343432805
6,0.0965413046392309,0.07820083721632087
7,0.09047347399830175,0.07570391404762467
8,0.0858740908471262,0.07462314876329366
9,0.0822560641613222,0.07361408635869895
10,0.07931896492243036,0.07313878674324191
11,0.07687163304966366,0.07267791292719882
12,0.0758173959544431,0.07245373387377735
13,0.07483483578611007,0.07234313666910731
14,0.07437289572724114,0.0722882027937214
15,0.07414854770389874,0.07227451219157603
16,0.07392763725800301,0.07226083379952729
17,0.0738187216827818,0.07225400014670795
18,0.07376464216339922,0.07224716948256342
19,0.07373769537485549,0.07224375555337394
20,0.07372424524438993,0.07224290223823852
21,0.07372088543783752,0.07224204897057589
22,0.07371752642272425,0.07224162235822863
23,0.07371584727826334,0.07224140905753994
24,0.07371542753549178,0.07224119575985821
25,0.07371500780507528,0.07224108911238866
26,0.07371479794553772,0.07224103578899681
27,0.0737146930171866,0.0722410091273868
28,0.07371464055336538,0.0722409824658237
29,0.07371461432154304,0.07224096913506335
30,0.07371460120565408,0.07224096246968834
31,0.07371458808977772,0.0722409558043166
32,0.07371458153184418,0.0722409524716321
33,0.07371457989236156,0.07224095080529
34,0.07371457907262037,0.0722409499721194
